Customer,State,Education,EmploymentStatus,Gender,Location,Marital Status,Vehicle,Income
JI11950,California,High School or Below,Unemployed,F,Suburban,Married,Two-Door Car,0
QB82117,Oregon,High School or Below,Unemployed,M,Suburban,Married,Sports Car,0
MR33456,Washington,High School or Below,Employed,M,Suburban,Single,SUV,59839
YN17362,California,College,Unemployed,M,Suburban,Single,Two-Door Car,0
UR73910,California,College,Employed,M,Urban,Married,Four-Door Car,38166
KG63751,Washington,High School or Below,Unemployed,M,Suburban,Married,Four-Door Car,0
NK39001,Oregon,Bachelor,Medical Leave,F,Urban,Married,Two-Door Car,13457
HR85493,California,College,Unemployed,M,Suburban,Single,Two-Door Car,0
QC50643,California,Bachelor,Employed,F,Urban,Married,SUV,52721
LO90345,Oregon,College,Employed,F,Rural,Married,Luxury SUV,22012
WK64739,Arizona,Bachelor,Disabled,F,Suburban,Divorced,Four-Door Car,19864
QK88438,Arizona,College,Employed,F,Rural,Single,Four-Door Car,55289
QX42433,California,College,Employed,M,Suburban,Married,Four-Door Car,30449
BH52611,California,Bachelor,Employed,F,Urban,Married,SUV,27362
SA77508,Oregon,High School or Below,Employed,F,Rural,Married,Four-Door Car,29460
HD99234,Oregon,College,Unemployed,F,Suburban,Single,Four-Door Car,0
DE37110,California,Master,Employed,M,Rural,Single,Sports Car,42532
DJ93289,California,High School or Below,Employed,F,Rural,Married,Two-Door Car,66707
AC40767,Washington,Bachelor,Employed,M,Urban,Single,Two-Door Car,68041
GA79817,Arizona,Bachelor,Unemployed,M,Suburban,Single,Four-Door Car,0
QH62059,California,Bachelor,Unemployed,M,Suburban,Divorced,Four-Door Car,0
ZS35053,Arizona,High School or Below,Employed,M,Suburban,Divorced,Four-Door Car,40968
II37804,Nevada,Bachelor,Employed,M,Urban,Married,SUV,39913
GE63585,California,Bachelor,Employed,M,Urban,Divorced,Two-Door Car,31710
UV86903,California,Bachelor,Unemployed,F,Suburban,Single,Two-Door Car,0
JL71713,California,Bachelor,Employed,F,Urban,Married,Four-Door Car,89113
DO60145,Arizona,College,Unemployed,M,Suburban,Married,SUV,0
FC59209,California,Bachelor,Unemployed,F,Suburban,Married,Four-Door Car,0
XQ74827,Arizona,High School or Below,Employed,F,Suburban,Single,Luxury Car,38688
EY13576,Oregon,College,Unemployed,F,Suburban,Married,SUV,0
US82810,California,Bachelor,Unemployed,F,Suburban,Single,SUV,0
RC61383,Oregon,High School or Below,Employed,M,Suburban,Single,SUV,28014
PO80505,Nevada,College,Disabled,F,Suburban,Married,SUV,14170
MD17521,Oregon,High School or Below,Employed,M,Urban,Married,SUV,64825
YV93921,California,Bachelor,Employed,M,Rural,Single,Four-Door Car,77357
JP64518,Nevada,Bachelor,Employed,M,Suburban,Divorced,Two-Door Car,21629
OI98135,Washington,High School or Below,Employed,M,Suburban,Single,SUV,25927
XS97845,Oregon,College,Employed,M,Urban,Divorced,Four-Door Car,44388
DL20327,Oregon,College,Employed,F,Urban,Married,Four-Door Car,54539
GD86131,California,College,Medical Leave,F,Suburban,Married,Four-Door Car,17576
ID21061,Arizona,Master,Employed,F,Urban,Married,Four-Door Car,84629
EN65835,Arizona,Bachelor,Employed,F,Suburban,Married,SUV,24964
BE65350,Oregon,High School or Below,Employed,F,Suburban,Married,Two-Door Car,43573
GI82721,Arizona,College,Unemployed,F,Suburban,Single,Four-Door Car,0
YR84813,Oregon,College,Unemployed,M,Suburban,Single,Four-Door Car,0
JZ28301,Oregon,College,Employed,F,Urban,Married,Four-Door Car,35011
HL40930,Oregon,Bachelor,Employed,M,Rural,Single,Four-Door Car,63651
HL33607,Washington,College,Employed,M,Suburban,Married,Four-Door Car,83846
WU21638,California,Bachelor,Unemployed,M,Suburban,Married,Luxury SUV,0
AG32304,Nevada,College,Employed,F,Rural,Married,Four-Door Car,39133
JX26859,California,Doctor,Employed,M,Suburban,Married,Two-Door Car,31278
KC75958,California,High School or Below,Unemployed,F,Suburban,Divorced,Four-Door Car,0
ZV32968,Oregon,High School or Below,Employed,M,Suburban,Married,Four-Door Car,44788
GU45597,Oregon,Bachelor,Unemployed,F,Suburban,Divorced,SUV,0
SO95845,California,College,Employed,F,Rural,Single,Two-Door Car,62447
GL32197,Oregon,College,Employed,M,Rural,Married,Four-Door Car,31475
SC11374,Nevada,College,Employed,F,Rural,Married,SUV,80780
RT29777,Oregon,Bachelor,Employed,F,Urban,Divorced,SUV,88613
OB73235,California,College,Employed,M,Rural,Single,Two-Door Car,45949
MV41462,Arizona,Bachelor,Employed,F,Suburban,Married,Two-Door Car,35596
FM67585,California,High School or Below,Employed,M,Rural,Married,Four-Door Car,76875
KG57925,California,Bachelor,Employed,M,Suburban,Married,Two-Door Car,41842
IY24560,California,Bachelor,Medical Leave,M,Suburban,Married,Four-Door Car,28884
BV33510,Arizona,High School or Below,Employed,F,Suburban,Married,Four-Door Car,24631
XA77673,Nevada,College,Unemployed,F,Suburban,Single,Four-Door Car,0
XN90861,Arizona,Bachelor,Employed,F,Urban,Married,Two-Door Car,71560
WS84995,Nevada,Master,Unemployed,M,Suburban,Married,Four-Door Car,0
ZZ49347,Oregon,High School or Below,Employed,M,Suburban,Married,Four-Door Car,72421
XX85323,Arizona,Master,Employed,F,Suburban,Married,SUV,54702
JO64487,California,High School or Below,Unemployed,F,Suburban,Single,Four-Door Car,0
TO55363,Oregon,High School or Below,Employed,F,Suburban,Married,Two-Door Car,57335
UE67791,Arizona,College,Unemployed,M,Suburban,Single,Two-Door Car,0
JN69287,California,High School or Below,Employed,M,Suburban,Married,Two-Door Car,35033
AT55072,Arizona,College,Employed,M,Suburban,Married,Four-Door Car,65733
LV34368,California,Bachelor,Unemployed,M,Suburban,Single,Four-Door Car,0
QU40939,Arizona,College,Unemployed,F,Suburban,Single,Four-Door Car,0
IP94270,Arizona,Master,Disabled,F,Suburban,Divorced,SUV,16181
KW33804,Nevada,High School or Below,Employed,M,Rural,Divorced,Four-Door Car,86180
IA42992,Arizona,High School or Below,Employed,M,Suburban,Married,SUV,36881
CZ19025,Oregon,High School or Below,Employed,F,Suburban,Single,Four-Door Car,47888
EN54716,Oregon,Doctor,Disabled,F,Suburban,Divorced,Two-Door Car,21986
UF27940,Washington,College,Employed,F,Suburban,Married,SUV,47199
QD36118,Oregon,College,Unemployed,F,Suburban,Married,Four-Door Car,0
XI52305,California,Bachelor,Employed,M,Rural,Married,Four-Door Car,86305
HZ25580,Washington,High School or Below,Employed,F,Suburban,Divorced,Two-Door Car,39062
JY97451,California,College,Disabled,F,Urban,Married,Four-Door Car,16976
US78266,California,High School or Below,Unemployed,F,Suburban,Single,Four-Door Car,0
SX25962,Arizona,College,Employed,M,Rural,Single,Luxury Car,83283
XQ12791,California,High School or Below,Employed,M,Suburban,Divorced,Four-Door Car,41972
EU59853,California,College,Employed,M,Rural,Married,Four-Door Car,34080
QR21417,California,Bachelor,Unemployed,F,Suburban,Single,Two-Door Car,0
CI27304,California,College,Employed,M,Urban,Married,Four-Door Car,40269
WJ52097,Oregon,Bachelor,Employed,F,Suburban,Divorced,Four-Door Car,61894
FT65961,California,College,Employed,F,Suburban,Married,Four-Door Car,23300
DP87594,Oregon,Bachelor,Employed,F,Urban,Married,Two-Door Car,66023
KP96020,Arizona,Bachelor,Employed,F,Urban,Married,Sports Car,39660
HQ15974,Nevada,College,Unemployed,F,Rural,Married,Four-Door Car,0
VE98553,Oregon,Bachelor,Employed,M,Suburban,Married,Four-Door Car,60466
ME44353,Oregon,College,Employed,F,Urban,Married,Four-Door Car,32848
AE62631,Oregon,Bachelor,Employed,M,Suburban,Married,Two-Door Car,20662
GX29162,Arizona,High School or Below,Employed,F,Rural,Married,Two-Door Car,64985
LY69932,Oregon,High School or Below,Employed,M,Suburban,Married,Sports Car,68022
YY74036,California,College,Employed,M,Rural,Divorced,Four-Door Car,72834
DP92488,Washington,Doctor,Employed,F,Suburban,Married,Two-Door Car,74592
FO74055,California,College,Employed,F,Rural,Married,Two-Door Car,73938
GT97121,California,College,Disabled,M,Suburban,Married,Four-Door Car,15999
VF83291,Oregon,College,Unemployed,F,Suburban,Single,Four-Door Car,0
OU76593,Oregon,College,Unemployed,M,Suburban,Married,Four-Door Car,0
HO40387,California,Master,Unemployed,M,Suburban,Married,Two-Door Car,0
GR37045,Nevada,Bachelor,Unemployed,F,Suburban,Single,Four-Door Car,0
KZ84621,Nevada,High School or Below,Employed,F,Urban,Married,SUV,62375
FR82361,Arizona,Doctor,Employed,M,Suburban,Single,Four-Door Car,61427
UM14883,California,High School or Below,Employed,M,Urban,Married,SUV,64396
UX32931,California,College,Employed,F,Urban,Married,Four-Door Car,49312
QA68548,California,High School or Below,Unemployed,F,Suburban,Single,Two-Door Car,0
QV40364,California,High School or Below,Medical Leave,F,Suburban,Married,SUV,28513
TY87896,California,High School or Below,Unemployed,M,Suburban,Married,SUV,0
CV75841,California,College,Employed,M,Rural,Single,Four-Door Car,97321
YO62357,California,College,Employed,F,Rural,Single,Two-Door Car,58839
YN19139,Nevada,High School or Below,Unemployed,M,Suburban,Single,Four-Door Car,0
PE63707,Nevada,Bachelor,Employed,M,Suburban,Married,Four-Door Car,88567
NS74173,Nevada,College,Employed,M,Rural,Married,Two-Door Car,91646
ZI73222,California,High School or Below,Unemployed,M,Suburban,Married,Luxury SUV,0
AC24378,Arizona,High School or Below,Employed,F,Urban,Married,Four-Door Car,48552
XR71687,Oregon,Bachelor,Employed,M,Rural,Married,SUV,31485
GJ70481,Arizona,High School or Below,Unemployed,M,Suburban,Single,Four-Door Car,0
JI94264,Arizona,College,Disabled,M,Suburban,Single,SUV,16511
YI95434,California,College,Employed,F,Suburban,Divorced,Four-Door Car,51020
RL34830,California,College,Employed,M,Suburban,Married,Four-Door Car,43838
CA96568,Oregon,College,Unemployed,M,Suburban,Married,SUV,0
UO16539,Washington,Bachelor,Employed,M,Suburban,Single,SUV,22454
NP18074,Arizona,Bachelor,Employed,F,Suburban,Married,SUV,57933
TW45475,Nevada,College,Unemployed,M,Suburban,Married,SUV,0
CM66204,Arizona,College,Employed,F,Urban,Married,SUV,26335
DX80961,Arizona,Bachelor,Employed,F,Suburban,Married,SUV,85322
JZ15681,California,High School or Below,Employed,M,Urban,Divorced,Four-Door Car,37843
ZZ31825,Oregon,Bachelor,Unemployed,M,Suburban,Married,Four-Door Car,0
TF77410,Arizona,College,Employed,M,Suburban,Single,Four-Door Car,74730
HI16452,Oregon,High School or Below,Unemployed,M,Suburban,Single,Four-Door Car,0
CW98845,Oregon,Bachelor,Unemployed,M,Suburban,Married,Four-Door Car,0
NI99807,Oregon,College,Employed,M,Suburban,Married,SUV,28432
QL45827,Washington,College,Employed,F,Suburban,Married,Luxury Car,71210
GU60969,Arizona,Bachelor,Retired,M,Suburban,Single,Four-Door Car,19581
FS67103,Oregon,Bachelor,Unemployed,M,Suburban,Single,Two-Door Car,0
FQ24929,Oregon,Master,Employed,M,Suburban,Married,Four-Door Car,56005
YA12007,California,College,Unemployed,F,Suburban,Divorced,Four-Door Car,0
EW46828,Arizona,High School or Below,Employed,M,Suburban,Divorced,Four-Door Car,23671
YP67379,Arizona,High School or Below,Employed,M,Rural,Married,Four-Door Car,22244
KH16079,Washington,High School or Below,Unemployed,F,Suburban,Single,Four-Door Car,0
SJ87277,Arizona,High School or Below,Employed,M,Rural,Married,Four-Door Car,75329
DW14769,Arizona,High School or Below,Unemployed,F,Suburban,Married,Two-Door Car,0
CN13435,California,College,Employed,F,Urban,Married,Four-Door Car,44369
KO95143,California,High School or Below,Employed,M,Suburban,Married,Four-Door Car,37910
GT66241,California,High School or Below,Unemployed,M,Suburban,Single,Four-Door Car,0
PP97061,Nevada,College,Employed,F,Rural,Married,SUV,40864
KP97208,Oregon,College,Employed,F,Urban,Married,Two-Door Car,94846
SB24397,California,High School or Below,Employed,M,Rural,Divorced,Four-Door Car,96306
EM32982,Arizona,Doctor,Employed,F,Urban,Married,SUV,53519
LB97434,Arizona,Bachelor,Employed,M,Suburban,Married,Two-Door Car,50648
RR37715,Oregon,Bachelor,Employed,M,Suburban,Married,Two-Door Car,64692
TC81636,Arizona,High School or Below,Unemployed,M,Suburban,Single,SUV,0
IC55961,Arizona,High School or Below,Unemployed,F,Suburban,Single,Luxury SUV,0
HR48520,Oregon,Bachelor,Unemployed,M,Suburban,Single,SUV,0
VI42566,Oregon,Master,Employed,M,Suburban,Married,Four-Door Car,49311
NU84299,Arizona,High School or Below,Employed,M,Urban,Married,Four-Door Car,71126
RT63209,California,Master,Employed,F,Urban,Married,Four-Door Car,74284
AM52614,Oregon,Bachelor,Employed,F,Suburban,Divorced,Sports Car,41402
UO40192,Nevada,High School or Below,Employed,M,Urban,Married,Four-Door Car,79619
SD67101,Nevada,High School or Below,Retired,F,Suburban,Single,SUV,25147
EW35231,Oregon,High School or Below,Employed,F,Suburban,Married,SUV,56379
CT18212,California,Bachelor,Unemployed,F,Suburban,Single,Four-Door Car,0
YL91587,Arizona,High School or Below,Employed,M,Suburban,Single,Two-Door Car,48911
HS14476,Washington,College,Medical Leave,M,Rural,Married,Four-Door Car,29723
DA28072,Arizona,Master,Employed,F,Suburban,Married,Four-Door Car,21841
JO98946,Oregon,Bachelor,Employed,M,Suburban,Divorced,Four-Door Car,31796
BA26944,Nevada,Bachelor,Unemployed,M,Suburban,Married,SUV,0
AR47849,Nevada,Bachelor,Employed,F,Suburban,Single,SUV,48567
FO82261,Oregon,College,Employed,M,Urban,Single,SUV,66161
QO56662,Arizona,Master,Employed,M,Suburban,Married,Two-Door Car,79751
UF74084,Arizona,Bachelor,Employed,M,Urban,Divorced,Two-Door Car,39469
OX75108,Arizona,Master,Employed,F,Urban,Married,Four-Door Car,44305
QG25195,Oregon,Bachelor,Unemployed,F,Suburban,Single,Four-Door Car,0
HT50748,Oregon,Doctor,Employed,F,Urban,Single,Two-Door Car,38893
HC42288,California,College,Employed,F,Suburban,Divorced,SUV,39187
TC69546,Arizona,College,Employed,M,Rural,Married,SUV,70341
GJ63345,Arizona,Bachelor,Unemployed,F,Suburban,Single,Four-Door Car,0
RK45396,California,Bachelor,Unemployed,M,Suburban,Married,Four-Door Car,0
YA71207,California,High School or Below,Employed,F,Urban,Married,Two-Door Car,30090
FK95213,California,Master,Employed,F,Urban,Married,Luxury SUV,49673
MC53402,Washington,College,Unemployed,M,Suburban,Single,Two-Door Car,0
VU18023,California,High School or Below,Unemployed,F,Suburban,Married,Four-Door Car,0
VN37592,Arizona,High School or Below,Employed,M,Suburban,Married,Four-Door Car,50332
KL58949,California,Bachelor,Employed,M,Rural,Single,Two-Door Car,70190
KU14261,Arizona,Master,Employed,F,Urban,Married,Four-Door Car,38179
RL97327,Washington,Bachelor,Unemployed,M,Suburban,Married,Four-Door Car,0
TO60700,Washington,Bachelor,Retired,F,Suburban,Single,Four-Door Car,25859
CR33417,Washington,Master,Employed,F,Rural,Married,SUV,36529
ZK90062,Arizona,Bachelor,Employed,M,Suburban,Divorced,Sports Car,67588
JP44710,Nevada,High School or Below,Unemployed,M,Suburban,Single,SUV,0
RR93140,California,College,Employed,F,Urban,Married,Four-Door Car,81565
HW56522,Arizona,Bachelor,Employed,M,Rural,Married,Luxury Car,35322
LR27773,California,Bachelor,Employed,F,Urban,Married,Four-Door Car,43671
CT88432,Arizona,Bachelor,Employed,F,Urban,Married,Four-Door Car,58682
OK86731,Oregon,College,Employed,M,Suburban,Married,Sports Car,44230
GB75821,Oregon,Bachelor,Employed,M,Suburban,Married,Luxury SUV,40269
KL48832,Nevada,College,Employed,F,Rural,Married,Four-Door Car,31756
CA54112,Nevada,Doctor,Employed,M,Rural,Married,Two-Door Car,47725
VC43751,Arizona,Bachelor,Employed,F,Suburban,Married,Two-Door Car,38684
BC87551,California,High School or Below,Employed,F,Suburban,Single,SUV,36301
TD58354,Nevada,High School or Below,Unemployed,M,Suburban,Single,Four-Door Car,0
XM19715,Oregon,College,Employed,F,Urban,Married,Two-Door Car,22268
KH19280,Arizona,College,Employed,F,Urban,Married,Four-Door Car,50037
GE50763,Washington,Bachelor,Unemployed,M,Suburban,Single,Four-Door Car,0
VW63894,California,Master,Employed,M,Rural,Married,Four-Door Car,75740
YX36936,Arizona,College,Employed,M,Rural,Married,SUV,39621
AF49625,Oregon,Bachelor,Employed,F,Urban,Single,Two-Door Car,75838
QN30162,Oregon,Bachelor,Disabled,F,Suburban,Divorced,Four-Door Car,11885
UI21548,California,High School or Below,Employed,F,Suburban,Married,Two-Door Car,29444
IN52645,Oregon,High School or Below,Employed,F,Suburban,Married,SUV,64371
CQ76030,Oregon,High School or Below,Disabled,M,Suburban,Married,Four-Door Car,26514
BW94308,Washington,High School or Below,Employed,F,Suburban,Married,Two-Door Car,92766
PP39078,California,College,Employed,F,Suburban,Married,Four-Door Car,31504
LM86393,Oregon,High School or Below,Employed,F,Suburban,Single,Four-Door Car,98680
NB81923,Washington,College,Unemployed,F,Suburban,Single,Sports Car,0
SZ61347,California,College,Employed,M,Rural,Married,SUV,76927
VM53683,Nevada,Bachelor,Employed,F,Suburban,Married,Four-Door Car,78804
BA38428,Arizona,High School or Below,Employed,M,Suburban,Married,Four-Door Car,73168
FX80133,California,Master,Employed,F,Urban,Married,Four-Door Car,48569
MT41386,Washington,Bachelor,Employed,M,Rural,Married,Two-Door Car,84768
KV53202,California,High School or Below,Unemployed,F,Suburban,Single,Two-Door Car,0
DB79694,Arizona,High School or Below,Employed,F,Suburban,Divorced,Four-Door Car,57693
VY75186,California,College,Unemployed,M,Rural,Divorced,Four-Door Car,0
IR57729,California,High School or Below,Employed,M,Rural,Married,Two-Door Car,46593
FG16885,Arizona,College,Unemployed,M,Suburban,Single,SUV,0
NW21079,Washington,Master,Employed,F,Rural,Married,Two-Door Car,67163
FR81224,Oregon,Master,Employed,M,Rural,Married,Two-Door Car,89205
YK92213,Oregon,Doctor,Unemployed,M,Urban,Married,Sports Car,0
JV99867,California,Bachelor,Employed,F,Suburban,Married,Four-Door Car,65448
TN66124,California,High School or Below,Employed,M,Rural,Married,Two-Door Car,77627
NT78297,Oregon,Bachelor,Employed,F,Suburban,Single,Two-Door Car,37695
KG49115,California,College,Employed,F,Rural,Married,Four-Door Car,89411
WC77067,Nevada,College,Unemployed,M,Suburban,Single,SUV,0
DW62397,Oregon,Master,Retired,F,Suburban,Married,Four-Door Car,10337
GK67747,Washington,College,Retired,M,Suburban,Single,Four-Door Car,10621
QM39493,California,High School or Below,Disabled,M,Suburban,Married,Four-Door Car,16711
JD11661,Oregon,College,Unemployed,F,Suburban,Single,SUV,0
PT73521,California,College,Employed,M,Suburban,Married,Four-Door Car,42968
